,content,background,textcolor,font,label
1426,"آغاز هيچ جنگي در جهان گرامي نيست! آنچه كه قابل ستايش و مقدس است دفاع از وجب به وجب خاك وطن است.  مقام معظم رهبری   
درود بر شیر مردان وطن که برای حفظ هر وجب از خاک میهن از جان شیرین گذشتند. آغاز هفته دفاع مقدس گرامی باد  ارادتمند دکتر حسنی   @drhhasani_fanpage",white_background,black,titr,siyasi
1427,برنامه مهم ترین بازی های فوتبال اروپا   یکشنبه ۲۱ شهریور  سری آ ایتالیا   آ اس رم  ۲۳:۱۵  ساسولو  رئال مادرید   ۲۳:۳۰  لالیگا اسپانیا   سلتاویگو  _TOOP.IR,base_background_ga,white,ordibehesht,varzeshi
1428,برنامه مهم ترین بازی فوتبال اروپا   یکشنبه ۲۱ شهریور   سری آ ایتالیا   سمپدوریا  اینترمیلان   ۱۵:۰۰  لالیگا اسپانیا   اسپانیول  ۱۶:۳۰  اتلتیکومادرید  لیگ برتر انگلیس   لیدزیونایتد  ۲۰:۰۰  لیورپول   آث میلان  ۲۰:۳۰  لاتزیو   _TOOP.IR,base_background_ga,white,ordibehesht,varzeshi
1429,نتایج مهم ترین بازی های فوتبال اروپا   لیک یک فرانسه   پارسن ژرمن  کلرمون  ۴ - ۰  موناکو  مارسی  ۰ - ۲  _TOOP.IR,base_background_gb,white,ordibehesht,varzeshi
1430,نتایج مهم ترین بازی های فوتبال اروپا   لیک یک فرانسه,base_background_gb,white,shabnam,varzeshi
1431,"ما تجربه کردیم 
کسی یار کسی نیست
  امروز کسی 
محرم اسرار کسی نیست",default,yellow,nastaliq,nasihat va sokhan
1432,برنامه بازی های مهم فوتبال اروپا   بوندسلیگای آلمان   بایرلورکوزن  بورسیادورتموند  لایپزیش   بایرن مونیخ   ۴ - ۳  ۱ - ۴  _TOOP.IR,base_background_gf,white,ordibehesht,varzeshi
1433,عالم به فدای دل محزون رقیه  شهادت مظلومانه دخت سه ساله امام حسین علیه السلام حضرت رقیه(س) تسلیت باد.   دکترحسنی   @drhhasani_fanpage,black_background,white,ordibehesht,mazhabi
1434,نتایج بازی های مهم فوتبال اروپا   لیگ برتر انگلیس   کریستال پالاس  تاتنهام   ۳  -  ۱  آرسنال   ۱  -  ۰  نوریچ   لسترسیتی  منچسترسیتی  ۰  -  ۱  منچستریونایتد  ۴  -  ۱  نیوکاسل   چلسی   ۳  -  ۰  استون ویلا   _TOOP.IR,base_background_gd,white,ordibehesht,varzeshi
1435,نتایج بازی های مهم فوتبال اروپا   لیگ برتر انگلیس   کریستال پالاس  تاتنهام   ۳  -  ۱  آرسنال   ۱  -  ۰  نوریچ   لسترسیتی  منچسترسیتی  ۰  -  ۱  منچستریونایتد  ۴  -  ۱  نیوکاسل   چلسی   ۳  -  ۰  استون ویلا,base_background_gd,white,shabnam,varzeshi
1436,نتایج بازی های مهم فوتبال اروپا   لیگ برتر انگلیس,base_background_gd,white,shabnam,varzeshi
1437,نتایج بازی های مهم فوتبال اروپا   شنبه ۲۰ شهریور  سری آ ایتالیا   ناپولی   یوونتوس   ۲  -  ۱,base_background_gc,white,shabnam,varzeshi
1438,"فخرم اینه تو دنیا دلم من با رقیه است
سبب خلقت من گفتن یا رقیه است💔  الشام الشام الشام😭  💔یا رقیه خاتون (سلام الله علیها)💔",black_background,green,rezvan,mazhabi
1439,نتایج مهم ترین بازی های فوتبال اروپا   شنبه ۲۰ شهریور  لوشامپیونه فرانسه   پاریسن ژرمن  کلرمون  ۴  -  ۱,base_background_gb,white,shabnam,varzeshi
1440,نتایج بازی های مهم فوتبال اروپا  شنبه ۲۰ شهریور   بوندسلیگای آلمان   بایرلورکوزن  ۳  بورسیادورتموند  -  ۴,base_background_gf,white,shabnam,varzeshi
1441,نتایج مهم ترین بازی های فوتبال اروپا   لیگ برتر انگلیس   شنبه ۲۰ شهریور   کریستال پالاس   تاتنهام   ۳  -  ۰  آرسنال   ۱  -  ۰  نوریچ   لسترسیتی  منچسترسیتی  ۰  -  ۱  منچستریونایتد   نیوکاسل   ۴  -  ۱,base_background_gd,white,shabnam,varzeshi
1442,"جشنواره فروش فوق العاده
 گاردو گلس انواع گوشی های ۲۰۱۹  گاردضدضربه+گلس سرامیکی ضدضربه
فقط۵۰هزارتومان  آدرس آزادشهر بین فلکه اول ودوم جنب فروشگاه بابایی تلفن تماس ۳۷۲۰۱۲۷۷   فقط تا تاریخ ۲۶شهریور",default,black,default,tablighat va business
1443,"ارسالی های روز جمعه
۱۴۰۰/۶/۱۹
به لاریم",pattern_j,black,default,tablighat va business
1444,"سلام علیکم  بسم الله الرحمن الرحیم  هديه دادن ، دوستى به بار مى آورد ، برادرى را تازه مى سازد و كينه را مى زدايد .

  جناب مستطاب،ستوان دوم پاسدار محمدامین محمودوند   بی تردید،جاودانه ترین پاداش همانا خشنودی حی سبحان و آرامش وجدانی است،که در سایه 
  خدمت صادقه و تلاش خداپسندانه
  بدینوسیله با توجه به درخواست جنابعالی، یک عدد انگشتر به رسم هدیه و یادگاری از طرف 
رهبری معظم انقلاب اسلامی  و فرماندهی معظم کل قوا  حضرت آیت الله العظمی امام خامنه ای (مدظلله العالی )به حضورتان ارسال می گردد، و از خداوند منان برای شما تحت توجهات 
  حضرت ولیعصر (عجل الله تعالی فرجه) در این لباس مقدس،عاقبت بخیری و در آخر شهادت
   در این لباس مقدس سبز پاسداری می باشد که برگزیدید.  ومن الله التوفیق  پیامبر اکرم(صلی الله علیه و آله)  حجت الاسلام غلامحسین محمدی گلپایگانی  عاقبت بخیری و در آخر شهادت در این راه را مسئلت دارم.  رئیس دفتر،مقام معظم رهبری و فرماندهی معظم کل قوا",pattern_e,orange,nastaliq,siyasi
1445,برنامه دیدار های انتخابی جام جهانی ۲۰۲۲ به روز شد؛ ایران و کره جنوبی در ورزشگاه آزادی   برنامه بازی های تیم ملی فوتبال ایران به شرح زیر:  پنجشنبه ۱۵ مهرماه/گروه A: امارات - ایران/ ورزشگاه زعبیل دبی  سه‌شنبه ۲۰ مهرماه/گروه A: ایران - کره جنوبی/ ورزشگاه آزادی   _TOOP.IR,red_background,white,ordibehesht,varzeshi
1446,برنامه بازی های مهم فوتبال اروپا   شنبه ۲۰ شهریور   لیگ برتر پرتغال   سانتاکلارا  ۲۱:۳۰  بنفیکا  اسپورتینگ  ۰۰:۰۰  پورتو   _TOOP.IR,base_background_ge,white,ordibehesht,varzeshi
1447,برنامه بازی های مهم فوتبال اروپا   شنبه ۲۰ شهریور   لیگ برتر پرتغال   سانتاکلارا  ۲۱:۳۰  بنفیکا  اسپورتینگ  ۰۰:۰۰  پورتو,base_background_ge,white,shabnam,varzeshi
1448,برنامه بازی های مهم فوتبال اروپا   شنبه ۲۰ شهریور   بوندسلیگا آلمان   بایرلورکوزن  بورسیادورتموند  ۱۸:۰۰  لایپزیش   ۲۱:۰۰  بایرن مونیخ   _TOOP.IR,base_background_gf,white,ordibehesht,varzeshi
1449,برنامه بازی های مهم فوتبال اروپا   شنبه ۲۰ شهریور   لیگ برتر انگلیس   کریستال پالاس   ۱۶:۰۰  تاتنهام   منچستریونایتد   ۱۸:۳۰  نیوکاسل   لسترسیتی  ۱۸:۳۰  منچسترسیتی  آرسنال   ۱۸:۳۰  نوریچ   چلسی   ۲۱:۰۰  استون ویلا   _TOOP.IR,base_background_gh,white,ordibehesht,varzeshi
1450,برنامه بازی های مهم فوتبال اروپا   شنبه ۲۰ شهریور   لیگ برتر انگلیس   کریستال پالاس   ۱۶:۰۰  تاتنهام   منچستریونایتد   ۱۸:۳۰  نیوکاسل   لسترسیتی  ۱۸:۳۰  منچسترسیتی  آرسنال   ۱۸:۳۰  نوریچ   چلسی   ۲۱:۰۰  استون ویلا,base_background_gh,white,shabnam,varzeshi
1451,"اسامی بازیکنان تراکتور برای دیدار با النصر مشخص شد   اسامی بازیکنان :
محمدرضا اخباری، هادی محمدی، اکبر ایمانی، محمد خرم الحسینی، رضا صیف احمدی، بهزاد سلامی، صیاد کوکبی، سعید ایرانخواه، سامان نریمان جهان،سعید واسعی، ابوالفضل رزاق پور، امین اسدی، علی فتحی، محمد مسلمی پور، سعید کریم آذر و ابوالفضل پور شیخ   _TOOP.IR",red_background,white,ordibehesht,varzeshi
1452,اینفوگرافی؛ جوانترین تیم های پنج لیگ معتبر اروپایی در فصل جاری,base_background_ga,white,shabnam,varzeshi
1453,او رفت و من در حسرت نگاهی پر راز ماندم,default,yellow,nastaliq,asheqane
1454,کم نخواهید  از    خدای  خالق الماس,base_background_gb,yellow,ordibehesht,mazhabi
1455,"ما از هوش مصنوعی میخواهیم درست ترین راه رو انتخاب کنه 
کم هزینه، دقیق، جهان شمول",white_background,black,sahel,IT
1456,"جهالت آدما هر روز شکل جدیدی به خودش میگیره 
نژادپرستی درست شد عوضش یه جهالت مدرن میاد، همین الانشم هست(یه سری تو اینستا بزنی معلومه!!) 

صحبت من اینه که باید رویکرد کلی داشت و مشکل رو موردی حل نکرد‌",white_background,black,sahel,ejtemayi
